19-19-19-1kg,WSF,120,120.00,
HAPPY-10G,SEED,542,542.00,
CABBAGE SONY-10G,SEED,190,190.00,
ARYA PUMPKIN-10G,SEED,85,85.00,
VIJETA-500G,SEED,0,0.00,
GUAR MANSI-100G,SEED,48,48.00,
VESTICOR-60ML,SEED,648,648.00,
KASHIKANCHAN-100G,SEED,58,58.00,
SEFINA-1L,INCESTCIDE,2200,2200.00,
WELVART OKRA-100G,SEED,300,300.00,
SPINTOP-10G,SEED,193,193.00,
GAJA -10G,SEED,70,70.00,
OKRA SONAKSHI-1400SDS,SEED,90,90.00,
SEFINA-400ML,INCESTCIDE,1140,1140.00,
CFL 6099-2000SDS,SEED,490,490.00,
BRAS LANCE,OTHER,0,0.00,
COMBI-2-1KG,MICRONUTRIENT,1265,1265.00,
CABRIOTOP-50G,FUNGICIDE,120,120.00,
GOVERNOR-50ML,INCESTCIDE,200,200.00,
BATTRY-8AH,OTHER,640,640.00,
BATTRY-12AH,OTHER,1000,1000.00,
THAIONUTRI-500G,FUNGICIDE,80,80.00,
SAG-1KG,SEED,300,300.00,
AROOSA-50SD,SEED,31.05,31.05,
AUGUSTA-50G,SEED,863,863.00,
TRISHUL-100G,INCESTCIDE,125,125.00,
LITTLE CHAMP-50G,SEED,880,880.00,
RADISH SPEED-100G,SEED,55,55.00,
TYCHI-100ML,INCESTCIDE,350,350.00,
LIBREL-500G,MICRONUTRIENT,373,373.00,
EAGEL-10G,SEED,590,590.00,
magister-500ml,INCESTCIDE,0,0.00,
SEMPRA-2.5G,HERBICIDE,200,200.00,
TRAY-98,OTHER,17,17.00,
CABMAG-1LTR,MICRONUTRIENT,600,600.00,
MIRACULAN-100ML,PGR,46,46.00,
TRACER-75ML,INCESTCIDE,1645,1645.00,
GALILEO WAY-400ML,FUNGICIDE,771,771.00,
ROUNDUP-1L,HERBICIDE,620,620.00,
ALIETTE-100G,FUNGICIDE,318,318.00,
INTREPID-300ML,INCESTCIDE,1025,1025.00,
PUMPKIN-4007,SEED,40,40.00,
NATIVO-50G,FUNGICIDE,300,300.00,
NPK-0-0-50-25kg,WSF,2470,2470.00,
MOP-50KG,WSF,1900,1900.00,
NPK-19-19-19-25KG,WSF,3350,3350.00,
ZITRLON-1KG,MICRONUTRIENT,655,655.00,
ABM-1L,INCESTCIDE,760,760.00,
ACTARA-1KG,INCESTCIDE,1715,1715.00,
LITTLE CHAMP-10G,SEED,182,182.00,
GRAMOXAN-500ML,HERBICIDE,198,198.00,
CELFOS-1KG,INCESTCIDE,1200,1200.00,
CFL-1522-2000SDS,SEED,549,549.00,
TRAY-221 CAV,OTHER,20,20.00,
JK 8035-10g,SEED,110,110.00,
BARROZ-1KG,INCESTCIDE,330,330.00,
NPK-12-61-25KG,WSF,4220,4220.00,
NPK 52-34-25KG,WSF,4550,4550.00,
NPK-13-0-45-25KG,WSF,2800,2800.00,
ZAMPRO-1L,FUNGICIDE,3400,3400.00,
ACRISIO-100ML,FUNGICIDE,870,870.00,
BELT EXPERRT-100ML,INCESTCIDE,735,735.00,
ULALA-30G,INCESTCIDE,265,265.00,
COMPO HYDROSPEED-1KG,WSF,130,130.00,
RAMBO-100ML,INCESTCIDE,195,195.00,
RAMBO-200ML,INCESTCIDE,365,365.00,
AMMECTO-250G,INCESTCIDE,290,290.00,
AMMECTO-100G,INCESTCIDE,125,125.00,
YB-7-500G,SEED,518,518.00,
30-10-10-1KG,WSF,475,475.00,
BENEVIA-240ML,INCESTCIDE,1756,1756.00,
ACTARA-100G,INCESTCIDE,187,187.00,
CALBOR-5KG,MICRONUTRIENT,230,230.00,
BENEVIA-180ML,INCESTCIDE,1345,1345.00,
KEEFON-250ML,INCESTCIDE,682,682.00,
SNAKE GOURD-10G,SEED,0,0.00,
KAVACH FLO-400ML,FUNGICIDE,603,603.00,
COHIGAN STRONG,INCESTCIDE,550,550.00,
STICKY TRAP,OTHER,22,22.00,
MULTINEMOR-250ML,INCESTCIDE,160,160.00,
ALTOS STICKER-500ML,OTHER,0,0.00,
VALIDA-500ML,FUNGICIDE,246,246.00,
COCOPEAT-5KG,OTHER,200,200.00,
TRAY-126 CELL,OTHER,10.5,10.50,
CURACRON-100ML,INCESTCIDE,85,85.00,
RIDOMIL GOLD-100G,FUNGICIDE,178,178.00,
GRAMOXAN-1LTR,HERBICIDE,385,385.00,
TRAY-209CELL,OTHER,11.5,11.50,
SNAILKILL-1KG,INCESTCIDE,1000,1000.00,
ATABRON-500ML,INCESTCIDE,530,530.00,
NATIVO-1KG,FUNGICIDE,5925,5925.00,
VERMICOMPOST-1KG,OTHER,20,20.00,
NS-43-10G,SEED,255,255.00,
SPRAYER SHIVAM 02,SPRAYER,2550,2550.00,
ALGAE-1L,PGR,950,950.00,
SAAF-250G,FUNGICIDE,182,182.00,
SAAF-500G,FUNGICIDE,346,346.00,
CUPROFIX-1KG,INCESTCIDE,830,830.00,
MACARENA-250ML,PGR,319,319.00,
TAFGOR-1L,INCESTCIDE,645,645.00,
LIHOCIN-100ML,PGR,110,110.00,
FOLIO GOLD-100ML,FUNGICIDE,169,169.00,
BHAVANI CF-10G,SEED,80,80.00,
JUMP-40G,INCESTCIDE,703,703.00,
GALILEOSENSA-400ML,FUNGICIDE,862,862.00,
BARAZIDE-100ML,INCESTCIDE,205,205.00,
ISABION-100ML,PGR,116,116.00,
BIOVITA-1L,PGR,654,654.00,
DAWN-10G,SEED,375,375.00,
CF-4051-10G,SEED,370,370.00,
COMPO 13-40-13-25KG,WSF,7900,7900.00,
ADAPHON-100ML,PGR,107,107.00,
REDIFARM-250ML,PGR,441,441.00,
KELP-1L,PGR,1008,1008.00,
DURATEC TOP 14-1KG,WSF,265,265.00,
COMPO 13-40-10-1KG,WSF,327,327.00,
KRISHNA CHILLI-10G,SEED,420,420.00,
BENIFIT PZ-500ML,PGR,1185,1185.00,
AGIL-500ML,HERBICIDE,943,943.00,
TRAY-221 CELL-.8MM,OTHER,22.5,22.50,
DELEGATE-180ML,INCESTCIDE,1680,1680.00,
PUMPKIN-9511-10G,SEED,65,65.00,
KALASONA-1KG,PGR,265,265.00,
SPRAYER DM,OTHER,2450,2450.00,
ALLBOR PLUS-250G,MICRONUTRIENT,160,160.00,
CABRIOTOP-600G,FUNGICIDE,1065,1065.00,
CRIUISER FS-50ML,INCESTCIDE,77,77.00,
BASFOLIAR K40-1KG,WSF,645,645.00,
ROGOR-1L,INCESTCIDE,585,585.00,
HOSHI ULTRA-1LL,PGR,590,590.00,
KYI850-10G,SEED,43,43.00,
KNON U PRAGATI-10G,SEED,175,175.00,
PUMPKIN AADI-10G,SEED,105,105.00,
CALDON-250G,INCESTCIDE,380,380.00,
APROPO-500ML,FUNGICIDE,996,996.00,
RACER-500SD,SEED,1000,1000.00,
FOLIOGOLD-1L,FUNGICIDE,1585,1585.00,
saho tomato-10g,SEED,935,935.00,
KEEFON-500ML,INCESTCIDE,1335,1335.00,
WETCIT-250ML,OTHER,360,360.00,
SATHI-80G,HERBICIDE,178.33,178.33,
WETCIT-100ML,ACTIVATOR,0,0.00,
KAUSHAL TOMATO-10G,SEED,415,415.00,
SARTHAK-250G,FUNGICIDE,730,730.00,
COPPER SULFATE-1KG,FUNGICIDE,270,270.00,
TAGMYCIN-6G,ANTIBIOTICS,23,23.00,
COSAMIL-500G,FUNGICIDE,65,65.00,
HASTAR-115ML,HERBICIDE,1220,1220.00,
ATRANEX-500G,HERBICIDE,248,248.00,
BLUE COPPER-500G,FUNGICIDE,355,355.00,
FOOST-250G,HERBICIDE,102,102.00,
FOOST-500G,HERBICIDE,220,220.00,
IMPERIAL-100ML,INCESTCIDE,0,0.00,
CALDAN-250G,INCESTCIDE,380,380.00,
TAPUZ-100G,INCESTCIDE,93,93.00,
KNOLKHOL JUMBO-10G,FUNGICIDE,135,135.00,
LAUDIS-230ML,HERBICIDE,2360,2360.00,
SOLUBOR-250G,MICRONUTRIENT,105,105.00,
WETCIT-500ML,ACTIVATOR,677,677.00,
CORRIENDER-30DAYS,SEED,540,540.00,
KYI-146-10G,SEED,530,530.00,
TARBUT-250ML,INCESTCIDE,549,549.00,
LIBREL-100G,MICRONUTRIENT,90,90.00,
SIKHAR-1400SDS,SEED,100,100.00,
HITEC MULCH-21MIC,OTHER,1450,1450.00,
RIDOMIL-1KG,FUNGICIDE,1345,1345.00,
ASATAF-500G,INCESTCIDE,450,450.00,
ASATAF-1KG,INCESTCIDE,855,855.00,
CABRIOTOP-300G,FUNGICIDE,570,570.00,
NARKIS-50ML,HERBICIDE,170,170.00,
WIREZER-8G,HERBICIDE,29,29.00,
WONDERBALL-10G,SEED,225,225.00,
AMRUTA-10G,SEED,200,200.00,
AARTI-10G,SEED,96,96.00,
RK-186-10G,SEED,40,40.00,
AGIL-1L,HERBICIDE,1860,1860.00,
ARIES 0-0-50-1kg,WSF,165,165.00,
SEMPRA-36G,HERBICIDE,1165,1165.00,
D-1-75ML,INCESTCIDE,445,445.00,
SUMINARA-1L,HERBICIDE,745,745.00,
COMMANDO-500G,INCESTCIDE,350,350.00,
KAISER-100ML,INCESTCIDE,220,220.00,
SNOWPRARL-7008-2000SD,SEED,307,307.00,
ROYAL BALL-2000SD,SEED,240,240.00,
COMBI-2-500G,MICRONUTRIENT,650,650.00,
FOLICUR-500ML,FUNGICIDE,1233,1233.00,
TILT-500ML,FUNGICIDE,630,630.00,
WHITE TREASURE-10G,SEED,342,342.00,
HORCH-1400ML,HERBICIDE,1519,1519.00,
OPERA-900ML,FUNGICIDE,1715,1715.00,
RIDOMIL-50G,FUNGICIDE,68,68.00,
NOMINEE GOLD-200ML,HERBICIDE,710,710.00,
NOMINEE GOLD-100ML,HERBICIDE,400,400.00,
TILT-250ML,FUNGICIDE,335,335.00,
FOLICUR-250ML,FUNGICIDE,632,632.00,
FUJIYAMA-10G,SEED,416,416.00,
BLUEJAYS-10G,SEED,174,174.00,
INDAM KNOLKHOL-250G,SEED,288,288.00,
JK VRISTI-10G,SEED,370,370.00,
PROFEX SUPER-1L,INCESTCIDE,675,675.00,
PROFEX SUPER-500ML,INCESTCIDE,355,355.00,
FANTAC PLUS-500ML,PGR,995,995.00,
SUMINARA-500ML,HERBICIDE,385,385.00,
WHITE CRYSTAL-10G,SEED,340,340.00,
MILLENIUM,SEED,160,160.00,
WHITE MARBEL-10G,SEED,440,440.00,
HARUNA-10G,SEED,60,60.00,
COMPO FERROS-500ML,MICRONUTRIENT,480,480.00,
KOCIDE-1KG,FUNGICIDE,1596,1596.00,
ROGOR-500ML,INCESTCIDE,310,310.00,
GREEN EXPRESS-10G,SEED,177,177.00,
ROYAL CROSS-10G,SEED,220,220.00,
RADISH GEETA-100G,SEED,90,90.00,
ROGOR-250ML,INCESTCIDE,165.5,165.50,
COUNCIL ACTIVE-90G,HERBICIDE,1017,1017.00,
ALLBOR PLUS-500G,MICRONUTRIENT,307,307.00,
TATA BAHAR-500ML,PGR,250,250.00,
AUDIENZ-500G,INCESTCIDE,1420,1420.00,
CHESS-120G,INCESTCIDE,555,555.00,
NATIVO-500G,FUNGICIDE,3150,3150.00,
BIOVITA-500ML,PGR,337,337.00,
SRUSTI ZINC-5KG,MICRONUTRIENT,375,375.00,
EM-1-500G,INCESTCIDE,950,950.00,
PRAHAR-10G,SEED,374,374.00,
SHAKED-400ML,HERBICIDE,478,478.00,
MULTIPLEX COCOPEAT-5KG,OTHER,185,185.00,
NS-555-10G,SEED,420,420.00,
RAPIDON-10G,SEED,190,190.00,
NS-60-10G,SEED,310,310.00,
NS BROCOLI-10G,SEED,580,580.00,
NS-9527-10G,SEED,38,38.00,
TARBUT-100ML,INCESTCIDE,232,232.00,
NS 183-10G,SEED,200,200.00,
SIRKANA-2500SDS,SEED,78,78.00,
BRILIANCE-2500SDS,SEED,95,95.00,
XELORA-30ML,FUNGICIDE,95,95.00,
XELORA-400ML,FUNGICIDE,1220,1220.00,
DOUBLE-250ML,PGR,645,645.00,
13-40-13-25kg,WSF,0,0.00,
PREMAIN SUPER-1L,INCESTCIDE,842,842.00,
FARHA-10G,SEED,35,35.00,
TAPUZ-250G,INCESTCIDE,228,228.00,
FLAMEBERG-100ML,PGR,111,111.00,
SUMIMAX-10ML,HERBICIDE,91,91.00,
NANDINI RIDG-10G,SEED,55,55.00,
BEANS ROSHNI-500G,SEED,160,160.00,
BLASTOGAN-120G,FUNGICIDE,200,200.00,
ANN BEANS-500G,SEED,94,94.00,
ANN BEANS-1KG,SEED,187,187.00,
CFL-7132-2000SDS,SEED,410,410.00,
DHANIA-500G,SEED,135,135.00,
MARSHAL-500ML,INCESTCIDE,580,580.00,
VIPUL-250ML,PGR,92,92.00,
RAINBO BEANS-500G,SEED,330,330.00,
BEANS ANUP-1kg,SEED,170,170.00,
MORALEDA-500G,SEED,910,910.00,
GEETA-50G,SEED,45,45.00,
ANGAD-10G,SEED,185,185.00,
MIRADOR-1L,FUNGICIDE,4267,4267.00,
DURGA BEANS TIN-500G,SEED,120,120.00,
HUNTER-100G,INCESTCIDE,360,360.00,
TOMATO-9006-10G,SEED,270,270.00,
FLAMEBERG-500ML,PGR,473,473.00,
SOLOMON-1LTR,INCESTCIDE,1815,1815.00,
WEEDBLOCK-250ML,HERBICIDE,346,346.00,
QUIT-5LTR,HERBICIDE,1530,1530.00,
DURGA ONION-500G,SEED,155,155.00,
GALILEO SENSA-1LTR,FUNGICIDE,1615,1615.00,
DISHA CF-10G,SEED,462,462.00,
PARANEX-5L,HERBICIDE,1935.2,1935.20,
COMPO-14-48-1kg,WSF,415,415.00,
ASHOKA PEAS-1KG,SEED,256,256.00,
CAPCADIS-250G,INCESTCIDE,500,500.00,
suraj jiya-50g,SEED,0,0.00,
ALGAE-500ML,PGR,515,515.00,
CORAGEN-60ML,INCESTCIDE,733,733.00,
HARU-1KG,FUNGICIDE,565,565.00,
SUHASINI PL-10G,SEED,405,405.00,
REGAL WHITE-10G,SEED,525,525.00,
VERIZON LF-100ML,INCESTCIDE,490,490.00,
UTHANE M-45-1KG,FUNGICIDE,352,352.00,
INDOFIL M45-500G,FUNGICIDE,200,200.00,
ARIES -20-20-20-400G HD,WSF,290,290.00,
NAGASTHA-1L,ACTIVATOR,586,586.00,
COMPO-19-19-19-25kg,SEED,6900,6900.00,
BRILLIANCE-100000SDS,SEED,3400,3400.00,
CURZATE-300G,FUNGICIDE,460,460.00,
MARSHAL-1L,INCESTCIDE,1045,1045.00,
MULTINEMOR-500ML,INCESTCIDE,330,330.00,
CROPGARD,OTHER,750,750.00,
EQUATION PRO-100ML,FUNGICIDE,502,502.00,
ASHOKA CORRINDER-500G,SEED,120,120.00,
ONION AMBIKA-500G,SEED,195,195.00,
SUMITAZ-100G,INCESTCIDE,138,138.00,
CANON-250ML,INCESTCIDE,190,190.00,
CANON-500ML,INCESTCIDE,350,350.00,
CUPROFIX-500G,FUNGICIDE,352,352.00,
PRITHIBI-25KG,OTHER,485,485.00,
INDAM PEAS-1KG,SEED,230,230.00,
SOLUBE-21-5KG,WSF,850,850.00,
HORTICAB-250ML,PGR,157,157.00,
RADIS PALAK PATA-50G,SEED,22,22.00,
HYDROSPEED-25KG,WSF,2980,2980.00,
COMPO 14-48-25KG,WSF,9290,9290.00,
COMBI-2-250G,MICRONUTRIENT,330,330.00,
RADISH PALAK PATTA-50G,SEED,20,20.00,
DISA CB-10G,SEED,157,157.00,
UNIQUAT-500ML,HERBICIDE,202,202.00,
TOKITA PEAS-1KG,SEED,253,253.00,
PILATUS-500ML,PGR,466,466.00,
SOLUBE-21-25KG,WSF,4000,4000.00,
MAGNNESIUM NITRATE-25KG,WSF,2320,2320.00,
SPOORTHY-1400SDS,SEED,350,350.00,
52-34-HD-400G,WSF,377,377.00,
PYCLOME-500ML,INCESTCIDE,790,790.00,
DISECT-500ML,INCESTCIDE,490,490.00,
DISECT-250ML,INCESTCIDE,256,256.00,
UJWALA ONION-250G,SEED,90,90.00,
SYNGENTA PEAS-1KG,SEED,290,290.00,
ROCKET-500ML,INCESTCIDE,406.25,406.25,
FOSMITE-500ML,INCESTCIDE,394,394.00,
VALIDA-250ML,ANTIBIOTICS,116,116.00,
MPNOSIL-2520ML,INCESTCIDE,154,154.00,
MONOSIL-250ML,INCESTCIDE,154,154.00,
RAPID BITG-100SDS,SEED,220,220.00,
ELECTRON-400ML,INCESTCIDE,795,795.00,
TR MULCH 4FT,OTHER,2250,2250.00,
PHOSPHORIC ACID-1KG,OTHER,176,176.00,
BROFREYA-25ML,INCESTCIDE,769,769.00,
SECTIN-100G,FUNGICIDE,405,405.00,
BITG6207-100SDS,SEED,233,233.00,
INDEX-250G,FUNGICIDE,385,385.00,
MAHADHAN 19-19-19-25KG,WSF,3200,3200.00,
MEDIA-100ML,INCESTCIDE,160,160.00,
VISMA-120G,FUNGICIDE,522,522.00,
MAXIMA-5G,INCESTCIDE,9,9.00,
DEFENSA-550G,FUNGICIDE,612,612.00,
HORTICAB-500ML,MICRONUTRIENT,280,280.00,
13-0-45-HD-400G,WSF,246,246.00,
SILWET GOLD-100ML,ACTIVATOR,166,166.00,
MARIGOLD-100SDS,SEED,155,155.00,
CORRIENDER AFA-5-2KG,SEED,775,775.00,
MADHURI-10G,SEED,385,385.00,
GREEN CHAMP-10G,SEED,99.2,99.20,
BITG 13-15-250SDS,SEED,583,583.00,
SARVOTTAM-1400SDS,SEED,357,357.00,
VAYEGO-100ML,INCESTCIDE,1005,1005.00,
BRILLIANCE-2500SDS,SEED,82,82.00,
ACTIVWAVE-1LTR,PGR,956,956.00,
TR MULCHING-25MIC,OTHER,2650,2650.00,
BAVISTIN-250G,FUNGICIDE,265,265.00,
MEGAFOL-250ML,MICRONUTRIENT,273,273.00,
RATOL-100G,INCESTCIDE,78,78.00,
NUPUR-10G,SEED,425,425.00,
MARSHAL-250ML,INCESTCIDE,290,290.00,
LIHOSIN-250ML,PGR,323,323.00,
KORIA KIMG-100G,SEED,150,150.00,
FOSMITE-250ML,INCESTCIDE,206,206.00,
AMISTAR TOP-500ML,FUNGICIDE,1898,1898.00,
GLYCEL-1L,HERBICIDE,610,610.00,
AMMECTO-500G,INCESTCIDE,600,600.00,
ZARA-10G,SEED,230,230.00,
DKC 9081,SEED,1620,1620.00,
JUMP-100G,INCESTCIDE,1715,1715.00,
AMISTARTOP-1L,FUNGICIDE,3565,3565.00,
TOMATO 9003-10G,SEED,370,370.00,
CLUTCH,OTHER,60,60.00,
BRASS NOZEL-1HOLE,OTHER,27,27.00,
MALINI-10G,SEED,185,185.00,
SCORE-50ML,FUNGICIDE,238,238.00,
FENOS QUICK-100ML,INCESTCIDE,320.25,320.25,
CONFIDOR-50ML,INCESTCIDE,168,168.00,
SPIKA-100ML,INCESTCIDE,280,280.00,
LAFA -YL-35-100G,SEED,98,98.00,
ZOHAR-250ML,INCESTCIDE,350,350.00,
YARALIVA-25KG,WSF,0,0.00,
HUMESOL-500ML,PGR,364,364.00,
HUMESOL-1LTR,PGR,685,685.00,
CFL 6099-2000SDS*10PKT,SEED,4900,4900.00,
BIOSTROM-250ML,INCESTCIDE,280,280.00,
VNR-VBH-11-100G,SEED,340,340.00,
BIOVITA-250ML,PGR,174,174.00,
DHANZYMEGOLD GR-5KG,PGR,490,490.00,
AVANCERGLO-300G,FUNGICIDE,501,501.00,
BENEVIA-360ML,INCESTCIDE,2785,2785.00,
PI BROFREYA-50ML,INCESTCIDE,1520,1520.00,
NATIVO-10G,FUNGICIDE,98,98.00,
MELODY-400G,FUNGICIDE,957,957.00,
OBERON-500ML,INCESTCIDE,2360,2360.00,
ABM-500ML,INCESTCIDE,425,425.00,
ROCKET-1LTR,INCESTCIDE,741,741.00,
ROCKET-100ML,INCESTCIDE,92,92.00,
TALATE-1LTR,PGR,682,682.00,
INFINITO-500ML,FUNGICIDE,1011,1011.00,
MOVENTO OD,INCESTCIDE,936,936.00,
BIODOSE-100ML,INCESTCIDE,320,320.00,
ACTARA-500G,INCESTCIDE,935,935.00,
